Gender,Customer,Age,Distance,Wifi,DepartureAndArrivalTimeConvenient,EaseOnlineBooking,GateLocation,FoodDrink,OnlineBoarding,SeatComfort,InflightEntertainment,OnboardService,LegRoom,BaggageHandling,Checkin,InflightService,Cleanliness,DepartureDelayMin,ArrivalDelayMin,Satisfaction
Female,Loyal Customer,60,2475,1,1,1,3,1,5,4,4,1,4,3,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,37,548,4,4,4,4,4,4,4,4,1,1,4,3,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,55,1916,2,5,2,2,5,3,4,2,2,2,2,3,2,3,1,0.0,neutral or dissatisfied
Female,Loyal Customer,68,965,1,4,1,1,5,5,4,2,2,1,2,3,2,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,38,2089,3,4,4,4,5,4,5,5,1,2,3,4,4,5,2,0.0,neutral or dissatisfied
Female,Loyal Customer,10,515,4,2,4,3,4,4,4,4,4,3,4,4,3,4,11,0.0,neutral or dissatisfied
Male,Loyal Customer,63,1303,2,5,2,1,3,2,3,3,5,3,5,4,4,3,52,35.0,neutral or dissatisfied
Male,Loyal Customer,55,616,3,5,3,4,2,3,2,2,3,4,4,3,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,957,5,2,2,2,5,5,5,5,1,3,2,2,3,5,3,0.0,satisfied
Female,Loyal Customer,48,262,5,4,0,4,1,4,5,4,4,0,2,5,4,1,0,0.0,satisfied
Female,Loyal Customer,55,735,3,4,3,3,3,3,1,2,2,3,1,1,2,2,6,0.0,neutral or dissatisfied
Male,Loyal Customer,46,328,0,2,0,2,4,0,4,4,2,5,3,2,2,4,0,0.0,satisfied
Female,Loyal Customer,44,563,5,3,3,3,5,4,3,5,5,5,5,2,5,5,0,0.0,satisfied
Male,Loyal Customer,59,1014,2,4,2,4,1,2,1,1,4,4,1,3,2,1,46,48.0,neutral or dissatisfied
Female,Loyal Customer,32,2442,2,3,3,3,2,2,2,2,4,1,1,1,2,2,30,8.0,neutral or dissatisfied
Female,Loyal Customer,36,453,1,2,2,2,1,1,1,1,3,2,3,2,4,1,0,1.0,neutral or dissatisfied
Female,Loyal Customer,16,544,3,2,3,3,2,3,2,2,3,5,4,3,3,2,0,8.0,neutral or dissatisfied
Female,Loyal Customer,48,950,4,1,1,1,5,5,3,4,4,4,4,5,4,2,26,19.0,satisfied
Male,Loyal Customer,59,908,1,3,1,2,1,1,1,1,1,1,4,3,4,1,36,26.0,neutral or dissatisfied
Male,Loyal Customer,30,813,2,3,3,3,4,3,4,4,4,1,1,2,2,4,11,0.0,neutral or dissatisfied
Female,Loyal Customer,50,654,4,2,2,2,5,2,4,4,4,4,4,5,4,1,4,29.0,satisfied
Female,Loyal Customer,51,333,3,4,3,3,4,4,5,1,1,3,4,5,1,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,65,936,4,5,4,5,1,4,1,1,5,2,4,4,4,1,4,0.0,neutral or dissatisfied
Female,Loyal Customer,21,296,0,4,0,2,5,0,5,5,2,1,1,3,3,5,0,0.0,satisfied
Female,Loyal Customer,39,912,3,4,2,2,3,3,3,3,1,3,4,2,4,3,0,7.0,neutral or dissatisfied
Male,Loyal Customer,22,781,2,5,2,1,3,2,3,3,4,5,5,5,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,231,4,3,4,3,4,4,4,4,3,4,4,1,3,4,0,1.0,satisfied
Female,Loyal Customer,35,651,3,4,3,2,2,3,2,2,1,2,2,5,3,2,65,76.0,neutral or dissatisfied
Female,Loyal Customer,38,554,2,5,2,5,2,2,2,2,2,2,3,4,3,2,21,27.0,neutral or dissatisfied
Male,disloyal Customer,28,925,4,4,4,3,3,4,3,3,3,4,4,3,4,3,0,24.0,neutral or dissatisfied
Male,Loyal Customer,69,425,4,0,4,5,3,4,3,3,5,3,3,1,1,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,30,1162,5,1,4,1,5,5,5,5,5,5,4,1,4,5,30,13.0,satisfied
Male,Loyal Customer,34,1068,5,1,1,1,5,5,5,5,2,2,5,1,1,5,4,0.0,satisfied
Male,disloyal Customer,37,442,3,3,3,3,5,3,5,5,1,3,4,1,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,866,3,2,2,2,3,4,4,3,3,3,3,5,3,4,0,0.0,satisfied
Female,Loyal Customer,7,868,3,1,3,1,3,3,2,3,1,3,1,3,1,3,2,0.0,neutral or dissatisfied
Female,Loyal Customer,41,1065,4,5,4,2,3,4,5,5,5,4,5,5,5,3,2,42.0,neutral or dissatisfied
Female,Loyal Customer,39,308,3,4,3,4,5,3,5,5,1,5,4,5,5,5,10,8.0,neutral or dissatisfied
Female,Loyal Customer,22,646,3,1,3,3,5,3,5,5,4,2,4,2,4,5,11,12.0,neutral or dissatisfied
Female,Loyal Customer,64,304,4,2,2,2,5,1,2,4,4,4,4,4,4,2,0,0.0,satisfied
Female,Loyal Customer,48,813,2,4,2,4,1,3,4,3,3,2,3,4,3,4,9,9.0,neutral or dissatisfied
Male,Loyal Customer,48,164,4,1,1,1,4,4,4,4,4,4,5,3,2,4,0,0.0,satisfied
Male,Loyal Customer,38,368,2,3,3,3,2,3,4,2,3,4,4,4,4,2,66,54.0,neutral or dissatisfied
Male,Loyal Customer,26,247,1,5,5,5,1,1,2,1,2,1,4,4,4,1,0,8.0,neutral or dissatisfied
Female,Loyal Customer,8,1020,1,0,0,2,4,0,1,4,3,5,5,3,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,53,563,4,1,4,3,1,4,4,4,4,4,4,2,4,3,0,0.0,satisfied
Female,Loyal Customer,29,834,2,2,2,2,2,2,2,2,3,5,4,4,4,2,23,28.0,neutral or dissatisfied
Female,Loyal Customer,34,110,5,4,1,4,5,5,5,5,2,1,5,3,5,5,28,19.0,satisfied
Male,Loyal Customer,21,1482,4,5,3,3,1,3,1,1,4,3,5,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,37,250,5,4,4,4,5,5,5,5,1,3,4,4,2,5,0,0.0,satisfied
Female,Loyal Customer,41,226,2,5,2,2,5,5,4,2,2,2,2,4,2,5,52,42.0,neutral or dissatisfied
Female,Loyal Customer,23,522,3,4,4,4,3,3,2,3,2,4,4,4,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,69,405,3,2,2,2,5,4,3,2,2,3,2,3,2,2,14,12.0,neutral or dissatisfied
Male,Loyal Customer,69,696,2,2,2,2,2,2,2,2,1,5,3,4,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,11,230,3,4,0,4,4,0,4,4,5,3,5,5,5,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,27,196,2,3,3,4,4,3,2,4,2,1,4,4,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,23,356,1,2,3,3,1,1,4,1,4,5,4,3,3,1,0,9.0,neutral or dissatisfied
Female,Loyal Customer,27,192,3,4,3,3,1,3,1,1,3,5,5,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,14,1590,2,5,2,5,2,2,1,2,3,4,4,3,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,602,1,5,5,5,5,3,3,1,1,1,1,2,1,3,37,29.0,neutral or dissatisfied
Female,Loyal Customer,22,862,4,4,5,3,5,5,5,5,4,5,4,4,5,5,7,6.0,neutral or dissatisfied
Male,disloyal Customer,35,781,3,3,3,3,4,3,4,4,2,1,2,1,2,4,49,53.0,neutral or dissatisfied
Male,Loyal Customer,27,86,4,3,3,3,4,4,4,4,4,1,4,1,3,4,68,74.0,neutral or dissatisfied
Male,Loyal Customer,44,534,2,5,4,5,3,4,3,3,3,5,4,4,4,3,8,0.0,neutral or dissatisfied
Female,Loyal Customer,42,1747,4,4,4,4,1,4,3,1,1,4,3,3,1,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,36,329,5,4,4,4,5,5,5,5,1,5,4,1,2,5,0,1.0,satisfied
Male,Loyal Customer,47,592,3,3,3,3,3,3,3,3,3,4,3,2,3,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,27,672,3,3,3,4,1,3,3,1,3,2,4,3,3,1,5,40.0,neutral or dissatisfied
Male,Loyal Customer,27,584,0,0,0,2,5,0,4,5,1,5,2,4,3,5,0,0.0,satisfied
Male,Loyal Customer,36,912,4,1,1,1,4,4,4,3,4,4,4,4,4,4,404,413.0,neutral or dissatisfied
Female,Loyal Customer,24,2454,2,1,2,4,2,4,4,4,2,3,3,4,2,4,31,14.0,neutral or dissatisfied
Female,Loyal Customer,44,515,4,4,3,4,1,1,3,4,4,4,4,4,4,5,0,0.0,satisfied
Female,Loyal Customer,33,719,2,2,2,2,2,2,2,2,4,3,4,2,4,2,15,8.0,neutral or dissatisfied
Male,Loyal Customer,14,419,3,1,3,1,1,3,1,1,1,5,2,3,2,1,10,0.0,neutral or dissatisfied
Male,Loyal Customer,51,322,1,4,1,3,1,1,1,1,1,1,3,4,3,1,4,0.0,neutral or dissatisfied
Male,disloyal Customer,44,536,4,4,4,4,3,4,2,3,2,2,4,1,3,3,3,2.0,neutral or dissatisfied
Male,Loyal Customer,35,351,3,3,3,3,2,3,3,4,3,2,3,3,2,3,138,133.0,neutral or dissatisfied
Male,Loyal Customer,64,837,1,4,1,3,4,1,4,4,4,2,4,4,5,4,15,9.0,neutral or dissatisfied
Female,disloyal Customer,22,486,1,1,0,3,4,0,3,4,4,5,4,1,4,4,6,0.0,neutral or dissatisfied
Female,Loyal Customer,72,787,2,5,3,3,4,3,4,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,63,1972,2,0,2,3,2,5,4,1,1,2,5,5,1,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,42,252,1,5,1,3,2,1,2,2,1,2,4,4,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,2358,5,2,2,2,5,5,5,5,2,3,5,2,1,5,0,0.0,satisfied
Male,Loyal Customer,59,262,1,3,1,4,2,1,2,2,1,3,3,3,3,2,87,104.0,neutral or dissatisfied
Female,disloyal Customer,36,221,3,3,3,3,3,3,3,3,1,5,1,5,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,48,1034,4,5,1,5,4,4,4,4,4,5,1,2,1,4,1,9.0,satisfied
Male,Loyal Customer,66,590,3,3,3,3,3,3,3,3,2,5,4,3,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,50,374,3,3,3,4,1,3,1,1,2,3,4,3,4,1,0,2.0,neutral or dissatisfied
Female,Loyal Customer,59,214,3,3,3,3,1,4,2,4,4,3,4,5,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,156,4,4,1,4,3,5,2,3,3,4,3,5,3,2,0,0.0,satisfied
Male,disloyal Customer,26,89,3,2,3,4,2,3,2,2,2,4,3,3,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,56,748,3,5,3,1,4,5,5,5,5,3,5,3,5,4,2,0.0,neutral or dissatisfied
Male,Loyal Customer,54,809,5,4,4,4,5,5,5,5,5,3,2,3,2,5,9,2.0,satisfied
Male,Loyal Customer,68,1460,2,5,3,4,1,3,1,1,3,3,3,4,4,1,0,3.0,neutral or dissatisfied
Male,Loyal Customer,27,432,3,1,3,1,3,3,2,3,4,5,1,3,1,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,11,1262,2,5,2,4,5,2,5,5,5,5,3,3,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,1306,4,2,2,2,3,4,3,3,1,5,2,4,2,3,9,0.0,neutral or dissatisfied
Female,Loyal Customer,40,2165,3,4,3,5,1,3,1,1,3,2,5,3,5,1,5,0.0,neutral or dissatisfied
Female,Loyal Customer,9,550,1,2,1,2,1,1,1,1,2,3,2,1,2,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,68,429,1,4,2,1,1,2,1,1,1,1,3,5,1,1,4,0.0,neutral or dissatisfied
Female,Loyal Customer,59,359,3,5,5,5,3,4,3,3,3,3,3,3,3,1,5,0.0,neutral or dissatisfied
Male,Loyal Customer,51,480,2,4,2,4,5,2,5,5,4,3,4,1,4,5,12,6.0,neutral or dissatisfied
Male,Loyal Customer,26,226,3,4,3,5,5,3,5,5,4,5,5,4,4,5,6,2.0,neutral or dissatisfied
Female,Loyal Customer,16,978,0,4,0,2,3,0,3,3,1,1,1,1,5,3,0,10.0,satisfied
Female,Loyal Customer,18,861,3,4,3,2,4,3,2,4,5,3,3,3,4,4,21,12.0,neutral or dissatisfied
Female,Loyal Customer,62,399,3,5,5,5,3,2,3,3,3,3,3,4,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,64,780,3,5,3,2,4,2,4,2,2,3,2,3,2,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,67,1587,3,5,5,5,2,3,2,2,2,2,3,4,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,10,453,5,5,5,5,1,5,1,1,3,5,5,4,4,1,0,0.0,satisfied
Female,Loyal Customer,37,223,3,4,3,1,4,3,4,4,4,4,4,4,5,4,1,12.0,neutral or dissatisfied
Male,Loyal Customer,32,387,4,2,2,2,4,4,4,4,3,2,3,1,4,4,0,1.0,satisfied
Male,Loyal Customer,39,421,2,1,1,1,2,3,2,2,5,5,2,5,5,2,39,52.0,satisfied
Male,Loyal Customer,34,689,4,4,4,4,4,5,4,4,1,3,3,1,3,4,0,0.0,satisfied
Female,Loyal Customer,23,441,2,3,3,3,2,2,1,2,3,1,4,1,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,27,764,1,4,4,4,1,2,1,1,2,3,3,2,3,1,0,60.0,neutral or dissatisfied
Male,Loyal Customer,59,158,2,5,5,5,2,2,2,2,4,3,3,2,2,2,447,438.0,neutral or dissatisfied
Female,Loyal Customer,9,1041,4,4,4,3,5,4,5,5,3,2,5,5,4,5,0,1.0,neutral or dissatisfied
Male,Loyal Customer,63,679,2,2,2,2,1,2,1,1,4,2,2,3,2,1,0,0.0,satisfied
Female,Loyal Customer,36,190,4,5,3,3,4,3,4,4,1,2,2,1,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,53,315,3,2,3,2,2,3,2,1,1,3,1,3,1,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,27,31,3,5,3,5,4,3,1,4,5,5,4,3,5,4,8,15.0,neutral or dissatisfied
Male,Loyal Customer,41,781,1,5,1,1,3,1,3,3,3,3,5,3,5,3,5,0.0,neutral or dissatisfied
Female,Loyal Customer,41,2139,2,5,2,3,5,5,5,5,5,2,5,4,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,46,372,3,2,2,2,4,4,3,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,31,230,0,0,0,4,3,0,3,3,2,5,2,2,4,3,0,0.0,satisfied
Female,disloyal Customer,44,328,3,2,2,4,4,3,4,4,4,1,3,2,4,4,14,17.0,neutral or dissatisfied
Female,Loyal Customer,53,612,4,3,5,3,4,3,3,3,3,5,3,1,3,4,1,0.0,neutral or dissatisfied
Male,Loyal Customer,33,383,3,4,3,4,3,3,3,3,4,2,4,5,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,23,867,4,1,1,1,4,4,3,4,3,1,3,4,3,4,16,3.0,neutral or dissatisfied
Female,Loyal Customer,38,521,4,4,4,4,4,4,4,4,3,1,2,2,2,4,0,12.0,satisfied
Female,Loyal Customer,22,2106,5,1,1,1,5,4,4,5,4,4,3,4,5,5,4,0.0,satisfied
Male,Loyal Customer,54,281,2,5,5,5,2,2,2,2,2,1,4,3,3,2,34,23.0,neutral or dissatisfied
Male,Loyal Customer,50,787,3,1,2,3,5,2,5,5,2,4,4,3,4,5,4,13.0,neutral or dissatisfied
Female,Loyal Customer,47,1028,4,2,4,3,2,4,4,5,5,4,5,1,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,42,762,3,3,3,3,4,3,3,3,3,3,3,4,3,2,3,8.0,neutral or dissatisfied
Male,Loyal Customer,20,1045,2,2,2,2,2,1,2,2,4,5,4,1,4,2,14,2.0,neutral or dissatisfied
Female,Loyal Customer,54,743,2,5,2,2,3,4,4,5,5,2,5,5,5,5,17,13.0,neutral or dissatisfied
Female,Loyal Customer,14,1237,3,4,3,2,4,3,3,4,4,4,4,3,4,4,9,1.0,neutral or dissatisfied
Male,Loyal Customer,30,1205,5,2,5,3,4,5,4,4,2,4,3,4,4,4,0,0.0,satisfied
Female,Loyal Customer,47,937,3,5,4,2,2,4,4,5,5,4,4,5,5,3,1,0.0,neutral or dissatisfied
Female,Loyal Customer,43,1726,2,1,2,3,3,3,3,5,5,2,5,4,5,3,26,24.0,neutral or dissatisfied
Female,Loyal Customer,68,687,2,5,2,2,2,4,4,4,4,2,4,4,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,1074,4,3,3,3,4,4,4,4,1,3,3,2,5,4,10,10.0,satisfied
Female,Loyal Customer,38,302,2,2,2,2,2,2,2,2,1,4,4,3,3,2,0,6.0,neutral or dissatisfied
Female,disloyal Customer,25,598,3,0,3,3,3,3,3,3,5,5,1,2,3,3,8,7.0,neutral or dissatisfied
Female,Loyal Customer,48,1452,1,5,5,5,3,3,3,2,2,1,2,1,2,4,1,17.0,neutral or dissatisfied
Female,Loyal Customer,60,957,1,5,0,3,3,5,5,5,5,0,5,4,5,4,24,42.0,neutral or dissatisfied
Female,disloyal Customer,26,458,2,2,2,4,3,2,3,3,4,1,3,3,3,3,41,48.0,neutral or dissatisfied
Female,Loyal Customer,59,996,1,1,1,1,3,3,4,1,1,1,1,1,1,4,3,0.0,neutral or dissatisfied
Male,Loyal Customer,25,721,3,2,2,2,3,3,2,3,1,1,3,2,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,30,1211,2,2,2,2,2,2,2,2,1,1,4,3,3,2,20,13.0,neutral or dissatisfied
Female,Loyal Customer,35,605,5,1,1,1,5,5,5,5,1,3,1,5,4,5,0,0.0,satisfied
Female,Loyal Customer,36,102,5,5,4,4,5,5,5,5,2,2,4,5,4,5,0,0.0,satisfied
Female,disloyal Customer,27,453,3,3,3,3,5,3,5,5,2,5,3,3,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,17,680,4,1,1,1,4,4,3,4,2,1,3,4,3,4,15,8.0,neutral or dissatisfied
Female,Loyal Customer,60,199,3,2,2,2,2,4,3,3,3,3,3,1,3,2,35,16.0,neutral or dissatisfied
Male,Loyal Customer,8,991,3,4,3,4,2,3,2,2,4,4,4,3,4,2,4,18.0,neutral or dissatisfied
Female,Loyal Customer,12,96,3,2,3,4,1,3,1,1,1,2,4,1,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,30,1124,2,5,2,3,2,2,2,2,3,5,4,5,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,102,3,3,3,1,2,3,2,2,2,5,1,5,5,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,649,3,1,3,4,5,3,5,5,1,2,4,1,3,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,29,2979,2,2,2,4,2,5,5,3,2,3,4,5,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,16,599,4,2,4,3,2,4,1,2,1,2,3,3,4,2,0,12.0,neutral or dissatisfied
Male,Loyal Customer,16,551,4,3,4,2,1,4,1,1,4,5,4,2,5,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,54,2537,3,3,3,4,3,3,3,4,4,2,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,223,3,3,3,3,3,3,3,3,1,2,2,5,5,3,0,0.0,satisfied
Female,Loyal Customer,33,1166,4,5,4,3,4,4,4,4,5,2,5,5,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,692,2,1,2,4,1,2,1,1,1,2,3,3,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,54,157,3,4,3,4,3,4,5,2,2,3,2,3,2,4,42,40.0,neutral or dissatisfied
Male,Loyal Customer,41,674,4,2,2,2,4,4,4,4,1,3,4,2,5,4,12,5.0,satisfied
Male,Loyal Customer,22,317,3,3,3,3,3,3,1,3,1,3,3,3,2,3,70,71.0,neutral or dissatisfied
Female,Loyal Customer,60,438,2,4,2,3,2,4,4,5,5,2,5,5,5,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,16,264,3,5,2,1,1,2,1,1,2,2,5,2,4,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,24,627,1,0,1,4,4,1,4,4,2,1,4,3,4,4,0,,neutral or dissatisfied
Male,Loyal Customer,41,1020,2,4,4,4,2,2,2,2,1,3,3,2,3,2,0,14.0,neutral or dissatisfied
Female,Loyal Customer,59,164,5,4,4,4,5,2,3,4,4,5,4,3,4,5,0,0.0,satisfied
Female,Loyal Customer,19,273,3,2,3,3,1,3,1,1,1,2,2,2,3,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,762,4,3,3,3,4,4,4,4,1,5,4,2,4,4,32,53.0,satisfied
Female,Loyal Customer,34,2797,3,1,1,1,4,3,3,5,2,4,2,3,3,3,37,29.0,satisfied
Female,Loyal Customer,8,779,4,5,5,5,4,1,4,2,2,3,3,4,2,4,244,259.0,neutral or dissatisfied
Male,Loyal Customer,41,213,4,3,4,3,4,4,4,4,2,5,4,2,3,4,21,19.0,neutral or dissatisfied
Male,Loyal Customer,13,678,2,5,2,4,5,2,1,5,3,3,5,3,4,5,10,16.0,neutral or dissatisfied
Male,Loyal Customer,40,137,4,1,1,1,4,4,4,4,4,4,3,5,5,4,56,39.0,satisfied
Male,Loyal Customer,44,404,4,4,4,3,3,4,3,3,3,4,5,5,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,31,650,1,3,1,4,2,1,2,2,4,1,1,1,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,33,448,5,1,1,1,5,5,5,5,5,4,2,1,1,5,0,0.0,satisfied
Female,disloyal Customer,37,190,2,2,2,3,3,2,3,3,3,3,4,4,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,32,101,3,4,3,5,2,3,2,2,4,3,2,4,2,2,0,1.0,neutral or dissatisfied
Female,Loyal Customer,44,696,5,1,1,1,4,5,5,5,5,5,5,5,5,3,9,0.0,satisfied
Male,Loyal Customer,39,1399,1,3,3,3,1,1,1,1,2,3,3,2,4,1,0,2.0,neutral or dissatisfied
Male,Loyal Customer,53,946,1,1,1,2,2,1,4,2,2,5,2,4,3,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,24,895,2,1,2,4,2,2,2,2,4,3,3,1,3,2,95,90.0,neutral or dissatisfied
Male,Loyal Customer,30,2603,2,4,2,1,2,3,1,4,4,4,4,1,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,51,130,1,5,5,5,1,1,1,1,3,4,3,4,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,56,321,2,3,2,2,2,5,5,1,1,2,1,5,1,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,926,2,5,2,2,2,3,5,5,5,2,5,3,5,3,47,34.0,neutral or dissatisfied
Female,Loyal Customer,40,247,2,4,2,1,1,2,1,1,5,3,4,5,4,1,20,22.0,neutral or dissatisfied
Female,Loyal Customer,33,954,3,1,3,4,4,3,4,4,3,5,3,1,4,4,0,3.0,neutral or dissatisfied
Male,Loyal Customer,66,948,2,2,2,4,5,2,5,5,3,5,3,3,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,733,3,4,3,2,3,3,5,3,3,2,2,3,5,3,84,86.0,neutral or dissatisfied
Female,Loyal Customer,32,701,1,1,1,3,2,1,2,2,4,3,4,3,3,2,12,8.0,neutral or dissatisfied
Male,Loyal Customer,44,209,4,3,4,4,3,4,3,3,2,4,4,2,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,432,3,4,3,3,2,3,2,2,5,5,5,4,4,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,27,834,1,2,2,3,5,2,5,5,3,3,4,1,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,54,201,2,3,3,3,2,2,2,2,3,5,3,2,3,2,0,10.0,neutral or dissatisfied
Female,Loyal Customer,63,511,5,5,5,5,3,4,5,3,3,5,3,4,3,4,9,0.0,satisfied
Female,Loyal Customer,11,302,4,5,4,3,5,4,5,5,5,5,5,3,5,5,42,36.0,neutral or dissatisfied
Female,Loyal Customer,27,937,2,5,2,2,2,2,2,2,5,3,4,4,4,2,6,0.0,neutral or dissatisfied
Female,Loyal Customer,46,547,2,2,2,2,2,4,4,2,2,2,2,1,2,1,3,0.0,neutral or dissatisfied
Male,Loyal Customer,41,147,5,5,5,5,5,5,5,4,4,2,2,5,5,5,89,134.0,satisfied
Female,Loyal Customer,51,780,5,1,1,1,5,5,5,1,2,4,5,5,4,5,228,212.0,satisfied
Male,Loyal Customer,36,802,4,3,4,3,2,4,4,2,4,4,3,2,4,2,15,14.0,neutral or dissatisfied
Female,Loyal Customer,58,208,4,3,4,2,2,4,2,4,4,4,4,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,37,255,5,3,3,3,5,5,5,5,4,5,4,3,1,5,0,0.0,satisfied
Male,Loyal Customer,23,293,5,5,5,1,3,5,1,3,1,1,3,3,3,3,0,0.0,satisfied
Male,Loyal Customer,39,142,3,5,2,2,3,3,3,3,2,2,4,3,4,3,27,18.0,neutral or dissatisfied
Male,Loyal Customer,21,2153,4,4,3,4,5,3,5,5,5,3,4,4,5,5,1,0.0,neutral or dissatisfied
Male,Loyal Customer,29,677,2,1,2,3,1,2,1,1,4,4,4,4,4,1,15,5.0,neutral or dissatisfied
Male,Loyal Customer,48,964,4,3,3,3,4,4,4,4,3,5,1,1,2,4,0,3.0,neutral or dissatisfied
Male,Loyal Customer,39,462,5,4,4,4,5,5,5,5,1,5,1,4,4,5,0,0.0,satisfied
Female,Loyal Customer,30,101,3,1,3,3,3,3,4,3,2,5,3,1,2,3,5,10.0,neutral or dissatisfied
Female,Loyal Customer,70,2475,2,3,2,3,2,4,4,1,1,2,1,4,1,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,22,423,5,0,5,2,3,5,3,3,3,3,2,4,4,3,20,17.0,satisfied
Male,Loyal Customer,42,2139,2,1,2,2,2,2,2,2,4,5,1,2,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,39,484,1,1,5,5,1,1,1,1,2,5,3,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,37,201,4,2,2,2,4,4,4,4,1,5,2,1,5,4,0,0.0,satisfied
Female,Loyal Customer,44,214,2,4,4,4,4,4,4,2,2,2,2,2,2,2,0,6.0,neutral or dissatisfied
Male,Loyal Customer,27,907,3,3,3,3,3,3,3,3,4,5,4,4,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,120,1,3,0,4,3,3,3,1,1,0,1,3,1,1,28,18.0,neutral or dissatisfied
Female,Loyal Customer,40,717,1,2,2,2,1,2,1,1,1,3,3,3,4,1,0,17.0,neutral or dissatisfied
Male,Loyal Customer,58,788,2,4,2,3,4,2,4,4,2,3,4,3,3,4,19,17.0,neutral or dissatisfied
Female,Loyal Customer,39,223,1,5,5,5,1,1,1,1,4,2,3,2,3,1,35,31.0,neutral or dissatisfied
Male,Loyal Customer,36,479,3,1,3,2,2,3,2,2,4,5,2,3,2,2,8,0.0,neutral or dissatisfied
Female,Loyal Customer,34,347,5,3,3,3,5,5,5,5,3,3,2,5,1,5,0,0.0,satisfied
Female,disloyal Customer,70,821,2,2,2,4,3,2,3,3,3,1,3,2,4,3,6,0.0,neutral or dissatisfied
